attemptdate,attemptresult,userid,type,maxsessionuid
2020-03-09 09:20:18,LOGIN,HBA1817,LIMITED,883335
2020-03-09 09:20:18,LOGOUT,HBA1817,LIMITED,883335
2020-03-09 09:20:20,LOGIN,HBA1817,LIMITED,883336
2020-03-09 09:20:36,LOGOUT,HBA1894,AUTHORIZED,883334
2020-03-09 09:20:36,LOGIN,HBA1894,AUTHORIZED,883337
2020-03-09 09:20:36,LOGOUT,HBA1894,AUTHORIZED,883337
2020-03-09 09:20:37,LOGIN,HBA1894,AUTHORIZED,883338
2020-03-09 09:20:46,LOGIN,HBA1728,EXPRESS,882599
2020-03-09 09:20:46,LOGOUT,HBA1728,EXPRESS,882599
2020-03-09 09:20:49,LOGIN,HBA1728,EXPRESS,882600
2020-03-09 09:20:58,LOGIN,HBA2228,LIMITED,883502
2020-03-09 09:21:45,LOGIN,HBA1775,LIMITED,883223
2020-03-09 09:22:25,LOGIN,HBA2133,AUTHORIZED,883339
2020-03-09 09:22:27,LOGOUT,HBA1776,LIMITED,883031
2020-03-09 09:22:31,LOGOUT,HBA1776,LIMITED,883030
2020-03-09 09:22:37,LOGIN,HBA1946,LIMITED,883224
2020-03-09 09:23:04,LOGIN,HBA1830,AUTHORIZED,883034
2020-03-09 09:23:34,TIMEOUT,HBA1869,LIMITED,883115
2020-03-09 09:23:43,LOGOUT,HBA1994,AUTHORIZED,0
2020-03-09 09:23:53,TIMEOUT,HBA2006,LIMITED,882887
2020-03-09 09:24:07,LOGIN,HBA2089,LIMITED,883340
2020-03-09 09:24:58,TIMEOUT,HBA1786,AUTHORIZED,883402
2020-03-09 09:24:58,LOGIN,HBA2246,AUTHORIZED,883414
2020-03-09 09:24:58,LOGOUT,HBA2246,AUTHORIZED,883414
2020-03-09 09:25:00,LOGIN,HBA2246,AUTHORIZED,883415
2020-03-09 09:26:10,TIMEOUT,HBA2267,LIMITED,883108
2020-03-09 09:26:29,LOGOUT,HBA1830,AUTHORIZED,883034
2020-03-09 09:27:33,TIMEOUT,HBA2054,LIMITED,882589
2020-03-09 09:28:06,LOGIN,HBA2105,EXPRESS,883119
2020-03-09 09:28:06,LOGOUT,HBA2105,EXPRESS,883119
2020-03-09 09:28:09,LOGIN,HBA2105,EXPRESS,883120
2020-03-09 09:28:23,LOGIN,HBA2065,AUTHORIZED,882898
2020-03-09 09:28:23,LOGOUT,HBA2065,AUTHORIZED,882898
2020-03-09 09:28:24,LOGIN,HBA1776,LIMITED,883035
2020-03-09 09:28:27,LOGIN,HBA2065,AUTHORIZED,882899
2020-03-09 09:29:02,LOGOUT,HBA2261,AUTHORIZED,883333
2020-03-09 09:29:26,LOGIN,HBA2102,LIMITED,882943
2020-03-09 09:29:32,TIMEOUT,HBA2337,LIMITED,883332
2020-03-09 09:29:45,TIMEOUT,HBA2289,AUTHORIZED,882565
2020-03-09 09:30:03,LOGIN,HBA2142,AUTHORIZED,883416
2020-03-09 09:30:03,LOGOUT,HBA2142,AUTHORIZED,883416
2020-03-09 09:30:18,TIMEOUT,HBA2214,AUTHORIZED,883105
2020-03-09 09:30:20,LOGIN,HBA1901,AUTHORIZED,883417
2020-03-09 09:30:31,TIMEOUT,HBA2065,AUTHORIZED,882899
2020-03-09 09:30:32,LOGIN,HBA2142,AUTHORIZED,883418
2020-03-09 09:31:06,LOGIN,HBA2319,LIMITED,883419
2020-03-09 09:31:22,LOGIN,HBA2065,AUTHORIZED,882900
2020-03-09 09:31:22,LOGOUT,HBA2065,AUTHORIZED,882900
2020-03-09 09:31:24,LOGIN,HBA2065,AUTHORIZED,883602
2020-03-09 09:31:56,LOGOUT,HBA1776,LIMITED,883035
2020-03-09 09:32:28,LOGIN,HBA2350,LIMITED,883603
2020-03-09 09:32:37,LOGIN,HBA1985,LIMITED,883225
2020-03-09 09:32:40,TIMEOUT,HBA2110,AUTHORIZED,882893
2020-03-09 09:32:58,LOGOUT,HBA2102,LIMITED,882943
2020-03-09 09:33:00,LOGIN,HBA2102,LIMITED,882944
2020-03-09 09:33:12,LOGIN,HBA1746,LIMITED,883036
2020-03-09 09:33:14,LOGOUT,HBA1929,AUTHORIZED,883212
2020-03-09 09:33:48,LOGIN,HBA1919,AUTHORIZED,883341
2020-03-09 09:34:13,TIMEOUT,HBA1901,AUTHORIZED,883417
2020-03-09 09:35:25,TIMEOUT,HBA2028,LIMITED,882592
2020-03-09 09:35:32,LOGIN,HBA2041,EXPRESS,883420
2020-03-09 09:35:33,TIMEOUT,HBA1994,AUTHORIZED,0
2020-03-09 09:35:41,LOGIN,HBA2214,AUTHORIZED,882945
2020-03-09 09:36:08,TIMEOUT,HBA2037,AUTHORIZED,882894
2020-03-09 09:36:19,LOGIN,HBA2264,AUTHORIZED,883421
2020-03-09 09:36:58,LOGOUT,HBA2065,AUTHORIZED,883602
2020-03-09 09:37:01,LOGIN,HBA2065,AUTHORIZED,883604
2020-03-09 09:37:03,TIMEOUT,HBA1936,LIMITED,883216
2020-03-09 09:37:06,LOGOUT,HBA2065,AUTHORIZED,883604
2020-03-09 09:37:07,LOGIN,HBA1765,AUTHORIZED,883037
2020-03-09 09:37:10,TIMEOUT,HBA2086,LIMITED,883118
2020-03-09 09:37:45,TIMEOUT,HBA1807,AUTHORIZED,882491
2020-03-09 09:38:44,LOGIN,HBA1807,AUTHORIZED,883121
2020-03-09 09:39:21,LOGIN,HBA1783,LIMITED,883503
2020-03-09 09:39:27,LOGIN,HBA1721,LIMITED,883422
2020-03-09 09:40:10,TIMEOUT,HBA2217,LIMITED,882918
2020-03-09 09:40:10,LOGIN,HBA2075,LIMITED,882946
2020-03-09 09:41:29,TIMEOUT,HBA1721,LIMITED,883422
2020-03-09 09:41:55,LOGIN,HBA2217,LIMITED,882947
2020-03-09 09:41:55,LOGOUT,HBA2217,LIMITED,882947
2020-03-09 09:41:58,TIMEOUT,HBA1674,AUTHORIZED,882895
2020-03-09 09:41:59,LOGIN,HBA2217,LIMITED,882948
2020-03-09 09:42:36,TIMEOUT,HBA1931,LIMITED,882593
2020-03-09 09:43:40,LOGIN,HBA1845,LIMITED,883122
2020-03-09 09:44:12,LOGIN,HBA1990,AUTHORIZED,883424
2020-03-09 09:44:12,LOGIN,HBA1990,AUTHORIZED,883423
2020-03-09 09:44:26,LOGIN,HBA1729,LIMITED,882949
2020-03-09 09:44:26,LOGOUT,HBA1729,LIMITED,882949
2020-03-09 09:44:28,LOGIN,HBA1729,LIMITED,882950
2020-03-09 09:44:39,LOGIN,HBA1929,AUTHORIZED,883038
2020-03-09 09:46:40,LOGIN,HBA2022,LIMITED,883226
2020-03-09 09:47:21,LOGOUT,HBA1990,AUTHORIZED,883424
2020-03-09 09:47:21,LOGOUT,HBA1990,AUTHORIZED,883423
2020-03-09 09:47:21,LOGIN,HBA1894,AUTHORIZED,883227
2020-03-09 09:47:28,TIMEOUT,HBA1783,LIMITED,883503
2020-03-09 09:47:28,LOGIN,HBA2302,LIMITED,883504
2020-03-09 09:47:29,LOGOUT,HBA2302,LIMITED,883504
2020-03-09 09:47:36,LOGIN,HBA1942,AUTHORIZED,883228
2020-03-09 09:48:46,TIMEOUT,HBA2012,LIMITED,882896
2020-03-09 09:48:47,TIMEOUT,HBA2140,LIMITED,882598
2020-03-09 09:49:15,LOGIN,HBA2289,AUTHORIZED,883505
2020-03-09 09:49:25,LOGIN,HBA1734,AUTHORIZED,883605
2020-03-09 09:49:43,LOGOUT,HBA2022,LIMITED,883226
2020-03-09 09:50:14,LOGOUT,HBA2102,LIMITED,882944
2020-03-09 09:50:16,TIMEOUT,HBA2346,LIMITED,882799
2020-03-09 09:50:38,TIMEOUT,HBA1972,AUTHORIZED,882942
2020-03-09 09:50:47,TIMEOUT,HBA1817,LIMITED,883336
2020-03-09 09:50:53,LOGIN,HBA1836,LIMITED,883229
2020-03-09 09:50:58,TIMEOUT,HBA2228,LIMITED,883502
2020-03-09 09:51:10,LOGIN,HBA2157,EXPRESS,883506
2020-03-09 09:51:33,LOGIN,HBA1737,LIMITED,883230
2020-03-09 09:51:35,TIMEOUT,HBA1655,LIMITED,882891
2020-03-09 09:51:49,TIMEOUT,HBA2142,AUTHORIZED,883418
2020-03-09 09:51:49,LOGIN,HBA2346,LIMITED,883425
2020-03-09 09:51:56,LOGOUT,HBA1994,AUTHORIZED,0
2020-03-09 09:52:08,LOGIN,HBA2006,LIMITED,883606
2020-03-09 09:52:34,LOGIN,HBA1629,EXPRESS,883607
2020-03-09 09:52:40,TIMEOUT,HBA2133,AUTHORIZED,883339
2020-03-09 09:52:49,LOGOUT,HBA1836,LIMITED,883229
2020-03-09 09:53:00,LOGIN,HBA2153,LIMITED,883039
2020-03-09 09:53:00,LOGOUT,HBA2153,LIMITED,883039
2020-03-09 09:53:02,LOGIN,HBA2153,LIMITED,883040
2020-03-09 09:53:26,LOGOUT,HBA1629,EXPRESS,883607
2020-03-09 09:54:09,TIMEOUT,HBA2089,LIMITED,883340
2020-03-09 09:54:56,TIMEOUT,HBA1946,LIMITED,883224
2020-03-09 09:55:44,LOGIN,HBA1830,AUTHORIZED,883041
2020-03-09 09:56:03,LOGIN,HBA1646,LIMITED,883608
2020-03-09 09:56:13,TIMEOUT,HBA1728,EXPRESS,882600
2020-03-09 09:56:15,LOGIN,HBA2273,AUTHORIZED,883342
2020-03-09 09:56:44,LOGIN,HBA1850,LIMITED,883426
2020-03-09 09:57:45,LOGIN,HBA1903,LIMITED,883042
2020-03-09 09:58:03,LOGIN,HBA2253,AUTHORIZED,883043
2020-03-09 09:58:30,TIMEOUT,HBA1775,LIMITED,883223
2020-03-09 09:59:20,TIMEOUT,HBA2246,AUTHORIZED,883415
2020-03-09 09:59:52,LOGOUT,HBA1646,LIMITED,883608
2020-03-09 10:00:05,LOGOUT,HBA1830,AUTHORIZED,883041
2020-03-09 10:00:13,TIMEOUT,HBA1994,AUTHORIZED,0
2020-03-09 10:00:53,TIMEOUT,HBA2117,LIMITED,883409
2020-03-09 10:03:05,TIMEOUT,HBA2350,LIMITED,883603
2020-03-09 10:03:10,LOGIN,HBA1696,EXPRESS,883427
2020-03-09 10:03:43,TIMEOUT,HBA2006,LIMITED,883606
2020-03-09 10:03:51,TIMEOUT,HBA1919,AUTHORIZED,883341
2020-03-09 10:04:06,LOGIN,HBA1845,LIMITED,883343
2020-03-09 10:04:33,TIMEOUT,HBA1985,LIMITED,883225
2020-03-09 10:04:46,TIMEOUT,HBA2319,LIMITED,883419
2020-03-09 10:05:07,LOGIN,HBA2237,LIMITED,883507
2020-03-09 10:05:42,LOGIN,HBA2350,LIMITED,883609
2020-03-09 10:06:06,LOGIN,HBA1817,LIMITED,883344
2020-03-09 10:06:06,LOGOUT,HBA1817,LIMITED,883344
2020-03-09 10:06:10,LOGIN,HBA1817,LIMITED,883345
2020-03-09 10:06:26,TIMEOUT,HBA1782,AUTHORIZED,883408
2020-03-09 10:06:40,TIMEOUT,HBA2041,EXPRESS,883420
2020-03-09 10:06:47,LOGIN,HBA1779,LIMITED,883044
2020-03-09 10:07:23,TIMEOUT,HBA2157,EXPRESS,883506
2020-03-09 10:07:57,LOGIN,HBA1786,AUTHORIZED,883045
2020-03-09 10:09:18,LOGIN,HBA2142,AUTHORIZED,883508
2020-03-09 10:09:31,LOGIN,HBA1731,LIMITED,883610
2020-03-09 10:09:51,TIMEOUT,HBA2237,LIMITED,883507
2020-03-09 10:10:17,LOGIN,HBA1760,AUTHORIZED,883346
2020-03-09 10:10:32,LOGIN,HBA1646,LIMITED,882951
2020-03-09 10:10:54,LOGIN,HBA2117,LIMITED,883428
2020-03-09 10:11:31,TIMEOUT,HBA2352,LIMITED,882595
2020-03-09 10:11:54,LOGIN,HBA2177,EXPRESS,883509
2020-03-09 10:12:22,LOGOUT,HBA2105,EXPRESS,883120
2020-03-09 10:12:22,LOGIN,HBA2105,EXPRESS,883123
2020-03-09 10:12:22,LOGOUT,HBA2105,EXPRESS,883123
2020-03-09 10:12:22,LOGIN,HBA2105,EXPRESS,883124
2020-03-09 10:12:47,TIMEOUT,HBA1786,AUTHORIZED,883045
2020-03-09 10:12:48,LOGIN,HBA2065,AUTHORIZED,883046
2020-03-09 10:12:57,LOGOUT,HBA2105,EXPRESS,883124
2020-03-09 10:12:57,LOGIN,HBA2105,EXPRESS,883125
2020-03-09 10:12:58,LOGOUT,HBA2105,EXPRESS,883125
2020-03-09 10:13:01,LOGIN,HBA2105,EXPRESS,883126
2020-03-09 10:13:07,TIMEOUT,HBA1792,LIMITED,883027
2020-03-09 10:13:26,LOGIN,HBA2156,LIMITED,882952
2020-03-09 10:13:35,LOGOUT,HBA1646,LIMITED,882951
2020-03-09 10:14:19,LOGIN,HBA2204,LIMITED,883127
2020-03-09 10:14:29,LOGOUT,HBA2156,LIMITED,882952
2020-03-09 10:15:07,LOGIN,HBA2346,LIMITED,883510
2020-03-09 10:15:09,TIMEOUT,HBA1929,AUTHORIZED,883038
2020-03-09 10:15:21,TIMEOUT,HBA2142,AUTHORIZED,883508
2020-03-09 10:15:53,TIMEOUT,HBA1845,LIMITED,883122
2020-03-09 10:15:54,LOGIN,HBA1811,LIMITED,883611
2020-03-09 10:16:55,LOGIN,HBA1733,AUTHORIZED,883347
2020-03-09 10:17:07,TIMEOUT,HBA1977,AUTHORIZED,882590
2020-03-09 10:17:08,TIMEOUT,HBA2217,LIMITED,882948
2020-03-09 10:17:08,LOGIN,HBA1672,LIMITED,882953
2020-03-09 10:17:16,LOGIN,HBA1701,LIMITED,883128
2020-03-09 10:17:22,TIMEOUT,HBA1894,AUTHORIZED,883227
2020-03-09 10:18:03,TIMEOUT,HBA1817,LIMITED,883345
2020-03-09 10:18:30,LOGOUT,HBA2346,LIMITED,883510
2020-03-09 10:18:38,LOGIN,HBA1929,AUTHORIZED,883047
2020-03-09 10:18:59,LOGIN,HBA2192,AUTHORIZED,883511
2020-03-09 10:19:11,TIMEOUT,HBA2204,LIMITED,883127
2020-03-09 10:19:54,LOGIN,HBA2228,LIMITED,882954
2020-03-09 10:20:58,LOGIN,HBA2352,LIMITED,883512
2020-03-09 10:21:15,LOGIN,HBA2142,AUTHORIZED,883429
2020-03-09 10:21:16,LOGOUT,HBA2142,AUTHORIZED,883429
2020-03-09 10:21:17,LOGIN,HBA2142,AUTHORIZED,883430
2020-03-09 10:21:18,LOGIN,HBA2244,LIMITED,883513
2020-03-09 10:21:31,LOGIN,HBA1894,AUTHORIZED,883231
2020-03-09 10:21:47,TIMEOUT,HBA1746,LIMITED,883036
2020-03-09 10:22:19,TIMEOUT,HBA1701,LIMITED,883128
2020-03-09 10:22:21,LOGIN,HBA1994,AUTHORIZED,883048
2020-03-09 10:22:28,LOGIN,HBA1977,AUTHORIZED,883514
2020-03-09 10:22:35,TIMEOUT,HBA1672,LIMITED,882953
2020-03-09 10:22:35,LOGIN,HBA1646,LIMITED,882955
2020-03-09 10:22:57,LOGOUT,HBA2244,LIMITED,883513
2020-03-09 10:23:02,TIMEOUT,HBA1737,LIMITED,883230
2020-03-09 10:23:13,LOGOUT,HBA2350,LIMITED,883609
2020-03-09 10:23:19,LOGIN,HBA2363,LIMITED,883129
2020-03-09 10:23:23,LOGOUT,HBA2228,LIMITED,882954
2020-03-09 10:23:36,TIMEOUT,HBA2153,LIMITED,883040
2020-03-09 10:23:52,LOGOUT,HBA2065,AUTHORIZED,883046
2020-03-09 10:24:06,LOGIN,HBA2092,LIMITED,883232
2020-03-09 10:24:37,LOGIN,HBA1690,AUTHORIZED,882956
2020-03-09 10:24:58,LOGIN,HBA1649,AUTHORIZED,883130
2020-03-09 10:24:59,LOGIN,HBA1786,AUTHORIZED,883233
2020-03-09 10:25:06,LOGIN,HBA2353,AUTHORIZED,883612
2020-03-09 10:26:15,LOGIN,HBA2134,LIMITED,883049
2020-03-09 10:26:17,TIMEOUT,HBA2273,AUTHORIZED,883342
2020-03-09 10:26:50,LOGOUT,HBA1733,AUTHORIZED,883347
2020-03-09 10:26:59,LOGIN,HBA1733,AUTHORIZED,883348
2020-03-09 10:27:02,TIMEOUT,HBA1850,LIMITED,883426
2020-03-09 10:27:50,TIMEOUT,HBA1903,LIMITED,883042
2020-03-09 10:27:53,TIMEOUT,HBA1918,AUTHORIZED,883033
2020-03-09 10:27:57,TIMEOUT,HBA2092,LIMITED,883232
2020-03-09 10:27:57,LOGIN,HBA2205,AUTHORIZED,883234
2020-03-09 10:28:07,TIMEOUT,HBA2142,AUTHORIZED,883430
2020-03-09 10:28:11,LOGIN,HBA1872,LIMITED,883131
2020-03-09 10:29:03,LOGIN,HBA2217,LIMITED,882957
2020-03-09 10:29:03,LOGOUT,HBA2217,LIMITED,882957
2020-03-09 10:29:04,TIMEOUT,HBA2264,AUTHORIZED,883421
2020-03-09 10:29:13,LOGIN,HBA2217,LIMITED,882958
2020-03-09 10:29:13,LOGOUT,HBA2217,LIMITED,882958
2020-03-09 10:29:14,LOGOUT,HBA1733,AUTHORIZED,883348
2020-03-09 10:29:15,LOGIN,HBA2217,LIMITED,882959
2020-03-09 10:29:17,TIMEOUT,HBA2253,AUTHORIZED,883043
2020-03-09 10:29:18,LOGIN,HBA2228,LIMITED,882960
2020-03-09 10:29:18,LOGOUT,HBA1690,AUTHORIZED,882956
2020-03-09 10:29:31,LOGOUT,HBA2217,LIMITED,882959
2020-03-09 10:29:31,LOGIN,HBA2217,LIMITED,882961
2020-03-09 10:29:31,LOGOUT,HBA2217,LIMITED,882961
2020-03-09 10:29:33,LOGIN,HBA2217,LIMITED,882962
2020-03-09 10:30:11,TIMEOUT,HBA2214,AUTHORIZED,882945
2020-03-09 10:30:33,LOGIN,HBA2243,AUTHORIZED,883235
2020-03-09 10:31:12,LOGIN,HBA1697,LIMITED,883236
2020-03-09 10:31:48,LOGIN,HBA2116,LIMITED,882963
2020-03-09 10:31:56,LOGIN,HBA1782,AUTHORIZED,883431
2020-03-09 10:31:57,TIMEOUT,HBA1765,AUTHORIZED,883037
2020-03-09 10:32:25,LOGIN,HBA2078,EXPRESS,883132
2020-03-09 10:32:39,LOGIN,HBA2157,EXPRESS,883515
2020-03-09 10:32:39,LOGOUT,HBA2157,EXPRESS,883515
2020-03-09 10:33:02,LOGIN,HBA2253,AUTHORIZED,883050
2020-03-09 10:33:03,LOGIN,HBA1972,AUTHORIZED,882964
2020-03-09 10:33:03,LOGIN,HBA2144,AUTHORIZED,883613
2020-03-09 10:33:04,LOGOUT,HBA2144,AUTHORIZED,883613
2020-03-09 10:33:07,LOGIN,HBA2144,AUTHORIZED,883614
2020-03-09 10:34:06,TIMEOUT,HBA1779,LIMITED,883044
2020-03-09 10:34:06,LOGIN,HBA2197,AUTHORIZED,883051
2020-03-09 10:34:36,LOGIN,HBA1629,EXPRESS,883516
2020-03-09 10:35:15,LOGIN,HBA1936,LIMITED,883237
2020-03-09 10:35:48,TIMEOUT,HBA1994,AUTHORIZED,883325
2020-03-09 10:35:52,TIMEOUT,HBA1734,AUTHORIZED,883605
2020-03-09 10:36:57,LOGOUT,HBA1629,EXPRESS,883516
2020-03-09 10:37:00,LOGIN,HBA2157,EXPRESS,883517
2020-03-09 10:37:06,LOGIN,HBA1740,EXPRESS,883052
2020-03-09 10:37:20,TIMEOUT,HBA1749,AUTHORIZED,883206
2020-03-09 10:37:49,TIMEOUT,HBA2346,LIMITED,883425
2020-03-09 10:38:13,LOGIN,HBA2006,LIMITED,882965
2020-03-09 10:38:32,TIMEOUT,HBA2205,AUTHORIZED,883234
2020-03-09 10:38:53,TIMEOUT,HBA2343,AUTHORIZED,882941
2020-03-09 10:39:00,TIMEOUT,HBA1731,LIMITED,883610
2020-03-09 10:40:01,LOGIN,HBA2346,LIMITED,883432
2020-03-09 10:40:18,TIMEOUT,HBA1760,AUTHORIZED,883346
2020-03-09 10:41:05,TIMEOUT,HBA2363,LIMITED,883129
2020-03-09 10:41:33,TIMEOUT,HBA2105,EXPRESS,883126
2020-03-09 10:41:38,LOGOUT,HBA2228,LIMITED,882960
2020-03-09 10:41:57,LOGIN,HBA1629,EXPRESS,883238
2020-03-09 10:42:02,LOGIN,HBA2346,LIMITED,883133
2020-03-09 10:42:09,LOGIN,HBA2022,LIMITED,883134
2020-03-09 10:42:57,LOGIN,HBA1830,AUTHORIZED,883054
2020-03-09 10:42:57,LOGIN,HBA1830,AUTHORIZED,883053
2020-03-09 10:43:15,TIMEOUT,HBA1942,AUTHORIZED,883228
2020-03-09 10:43:22,TIMEOUT,HBA2157,EXPRESS,883517
2020-03-09 10:43:24,TIMEOUT,HBA2134,LIMITED,883049
2020-03-09 10:43:27,LOGIN,HBA2204,LIMITED,882966
2020-03-09 10:43:44,LOGIN,HBA2205,AUTHORIZED,883239
2020-03-09 10:43:44,LOGOUT,HBA2205,AUTHORIZED,883239
2020-03-09 10:44:54,TIMEOUT,HBA2116,LIMITED,882963
2020-03-09 10:45:15,LOGIN,HBA1765,AUTHORIZED,883055
2020-03-09 10:45:23,TIMEOUT,HBA2075,LIMITED,882946
2020-03-09 10:45:33,LOGOUT,HBA2022,LIMITED,883134
2020-03-09 10:45:33,LOGOUT,HBA2346,LIMITED,883133
2020-03-09 10:45:36,LOGIN,HBA1731,LIMITED,883615
2020-03-09 10:45:36,LOGOUT,HBA1731,LIMITED,883615
2020-03-09 10:45:41,LOGIN,HBA1731,LIMITED,883616
2020-03-09 10:46:10,LOGIN,HBA1760,AUTHORIZED,883349
2020-03-09 10:46:33,TIMEOUT,HBA2353,AUTHORIZED,883612
2020-03-09 10:46:41,LOGOUT,HBA1830,AUTHORIZED,883054
2020-03-09 10:46:41,LOGOUT,HBA1830,AUTHORIZED,883053
2020-03-09 10:47:28,TIMEOUT,HBA1830,AUTHORIZED,882934
2020-03-09 10:47:29,TIMEOUT,HBA1845,LIMITED,883343
2020-03-09 10:47:40,TIMEOUT,HBA2177,EXPRESS,883509
2020-03-09 10:48:23,TIMEOUT,HBA2204,LIMITED,882966
2020-03-09 10:48:53,TIMEOUT,HBA1731,LIMITED,883616
2020-03-09 10:49:01,TIMEOUT,HBA2192,AUTHORIZED,883511
2020-03-09 10:49:28,LOGIN,HBA2022,LIMITED,883135
2020-03-09 10:50:10,LOGIN,HBA1813,LIMITED,883136
2020-03-09 10:50:18,LOGIN,HBA2240,AUTHORIZED,883433
2020-03-09 10:50:49,LOGIN,HBA1946,LIMITED,883240
2020-03-09 10:51:00,LOGIN,HBA1971,LIMITED,883518
2020-03-09 10:51:04,LOGIN,HBA2157,EXPRESS,883519
2020-03-09 10:51:05,LOGOUT,HBA2157,EXPRESS,883519
2020-03-09 10:51:10,TIMEOUT,HBA1811,LIMITED,883611
2020-03-09 10:51:19,LOGIN,HBA1731,LIMITED,883617
2020-03-09 10:51:19,LOGOUT,HBA1731,LIMITED,883617
2020-03-09 10:51:33,TIMEOUT,HBA1894,AUTHORIZED,883231
2020-03-09 10:51:44,LOGIN,HBA2204,LIMITED,882967
2020-03-09 10:52:35,LOGIN,HBA2050,LIMITED,883056
2020-03-09 10:53:09,LOGOUT,HBA1813,LIMITED,883136
2020-03-09 10:53:33,LOGOUT,HBA2022,LIMITED,883135
2020-03-09 10:54:06,LOGIN,HBA1894,AUTHORIZED,883241
2020-03-09 10:54:06,LOGOUT,HBA1629,EXPRESS,883238
2020-03-09 10:54:51,LOGIN,HBA1817,LIMITED,883434
2020-03-09 10:55:14,TIMEOUT,HBA2204,LIMITED,882967
2020-03-09 10:55:19,LOGIN,HBA2343,AUTHORIZED,882968
2020-03-09 10:55:21,TIMEOUT,HBA1786,AUTHORIZED,883233
2020-03-09 10:56:25,LOGIN,HBA1715,AUTHORIZED,883520
2020-03-09 10:56:40,LOGOUT,HBA1729,LIMITED,882950
2020-03-09 10:56:52,TIMEOUT,HBA2113,LIMITED,882691
2020-03-09 10:57:21,TIMEOUT,HBA2144,AUTHORIZED,883614
2020-03-09 10:57:26,LOGIN,HBA2144,AUTHORIZED,883618
2020-03-09 10:58:13,LOGIN,HBA1674,AUTHORIZED,883619
2020-03-09 10:58:13,LOGOUT,HBA1674,AUTHORIZED,883619
2020-03-09 10:58:37,LOGOUT,HBA1817,LIMITED,883434
2020-03-09 10:58:45,LOGIN,HBA1674,AUTHORIZED,883620
2020-03-09 10:59:01,LOGIN,HBA2133,AUTHORIZED,883350
2020-03-09 11:00:22,LOGIN,HBA1942,AUTHORIZED,883242
2020-03-09 11:01:16,LOGIN,HBA2177,EXPRESS,883521
2020-03-09 11:01:27,LOGIN,HBA1845,LIMITED,883351
2020-03-09 11:01:36,SYSLOGOUT,HBA2241,AUTHORIZED,883021
2020-03-09 11:02:00,TIMEOUT,HBA1697,LIMITED,883236
2020-03-09 11:02:02,TIMEOUT,HBA2243,AUTHORIZED,883235
2020-03-09 11:02:15,LOGIN,HBA1608,LIMITED,883435
2020-03-09 11:02:29,TIMEOUT,HBA2078,EXPRESS,883132
2020-03-09 11:02:31,LOGIN,HBA1905,EXPRESS,883522
2020-03-09 11:03:11,TIMEOUT,HBA2280,AUTHORIZED,882872
2020-03-09 11:03:31,LOGIN,HBA1830,AUTHORIZED,883057
2020-03-09 11:03:31,LOGIN,HBA1830,AUTHORIZED,883058
2020-03-09 11:03:49,LOGIN,HBA2132,LIMITED,883621
2020-03-09 11:04:02,TIMEOUT,HBA1649,AUTHORIZED,883130
2020-03-09 11:04:08,SYSLOGOUT,HBA2028,LIMITED,882592
2020-03-09 11:04:16,TIMEOUT,HBA1905,EXPRESS,883522
2020-03-09 11:04:39,TIMEOUT,HBA2197,AUTHORIZED,883051
2020-03-09 11:04:44,LOGIN,HBA2132,LIMITED,883436
2020-03-09 11:05:12,TIMEOUT,HBA2132,LIMITED,883621
2020-03-09 11:05:43,LOGIN,HBA2353,AUTHORIZED,883622
2020-03-09 11:05:43,LOGOUT,HBA2353,AUTHORIZED,883622
2020-03-09 11:05:46,LOGIN,HBA2353,AUTHORIZED,883623
2020-03-09 11:05:54,LOGIN,HBA1649,AUTHORIZED,883137
2020-03-09 11:05:58,TIMEOUT,HBA1629,EXPRESS,0
2020-03-09 11:06:14,LOGIN,HBA1907,LIMITED,882969
2020-03-09 11:06:26,LOGIN,HBA2012,LIMITED,883624
2020-03-09 11:07:16,LOGOUT,HBA1830,AUTHORIZED,883057
2020-03-09 11:07:16,LOGOUT,HBA1830,AUTHORIZED,883058
2020-03-09 11:07:57,LOGIN,HBA2078,EXPRESS,883138
2020-03-09 11:08:04,LOGIN,HBA2109,LIMITED,883523
2020-03-09 11:08:57,LOGIN,HBA1919,AUTHORIZED,883352
2020-03-09 11:09:02,TIMEOUT,HBA2006,LIMITED,882965
2020-03-09 11:09:17,TIMEOUT,HBA1740,EXPRESS,883052
2020-03-09 11:09:28,TIMEOUT,HBA2117,LIMITED,883428
2020-03-09 11:09:37,TIMEOUT,HBA1696,EXPRESS,883427
2020-03-09 11:10:12,SYSLOGOUT,HBA2217,LIMITED,882918
2020-03-09 11:12:03,LOGIN,HBA2337,LIMITED,883353
2020-03-09 11:12:26,LOGIN,HBA1731,LIMITED,883139
2020-03-09 11:13:01,TIMEOUT,HBA2253,AUTHORIZED,883050
2020-03-09 11:13:07,LOGIN,HBA2039,EXPRESS,883243
2020-03-09 11:13:18,TIMEOUT,HBA2337,LIMITED,883353
2020-03-09 11:13:29,LOGOUT,HBA1731,LIMITED,883139
2020-03-09 11:13:29,LOGIN,HBA1731,LIMITED,883140
2020-03-09 11:13:29,LOGOUT,HBA1731,LIMITED,883140
2020-03-09 11:13:32,LOGIN,HBA1731,LIMITED,883141
2020-03-09 11:14:05,TIMEOUT,HBA1929,AUTHORIZED,883047
2020-03-09 11:14:39,TIMEOUT,HBA1936,LIMITED,883237
2020-03-09 11:14:51,LOGIN,HBA2142,AUTHORIZED,883244
